story,question,answer,i,dataGenSeq,sType,qTypeRaw,qTypeTomOrNot,qOrder,storyHasToM,answerMem,answerReal,qToMandOmniReader,answerMemOrReal
Hunter entered the laundry. Benjamin entered the laundry. The onion is in the cupboard. Benjamin exited the laundry. Hunter moved the onion to the envelope. Lucas entered the laundry. Lucas exited the laundry. Hunter exited the laundry. Benjamin entered the laundry.,Where does Benjamin think that Hunter searches for the onion?,cupboard,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_2_enters,agent_2_exits,agent_1_reenters_loc",second_order_false_belief,second_order_1_tom,True,second_order,True,cupboard,envelope,False,memory
Charlotte entered the front yard. Charlotte exited the front yard. Amelia entered the front yard. Owen entered the front yard. The cabbage is in the container. Amelia moved the cabbage to the bottle. Owen exited the front yard. Amelia exited the front yard. Owen entered the master bedroom.,Where was the cabbage at the beginning?,container,1,"agent_2_enters,agent_2_exits,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,memory,False,memory,False,container,bottle,False,memory
Charlotte entered the front yard. Charlotte exited the front yard. Amelia entered the front yard. Owen entered the front yard. The cabbage is in the container. Amelia moved the cabbage to the bottle. Owen exited the front yard. Amelia exited the front yard. Owen entered the master bedroom.,Where will Amelia look for the cabbage?,bottle,1,"agent_2_enters,agent_2_exits,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_0_no_tom,False,first_order,False,container,bottle,False,reality
Charlotte entered the front yard. Charlotte exited the front yard. Amelia entered the front yard. Owen entered the front yard. The cabbage is in the container. Amelia moved the cabbage to the bottle. Owen exited the front yard. Amelia exited the front yard. Owen entered the master bedroom.,Where does Amelia think that Owen searches for the cabbage?,bottle,1,"agent_2_enters,agent_2_exits,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_0_no_tom,False,second_order,False,container,bottle,False,reality
Charlotte entered the front yard. Charlotte exited the front yard. Amelia entered the front yard. Owen entered the front yard. The cabbage is in the container. Amelia moved the cabbage to the bottle. Owen exited the front yard. Amelia exited the front yard. Owen entered the master bedroom.,Where is the cabbage really?,bottle,1,"agent_2_enters,agent_2_exits,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,reality,False,reality,False,container,bottle,False,reality
Charlotte entered the front yard. Charlotte exited the front yard. Amelia entered the front yard. Owen entered the front yard. The cabbage is in the container. Amelia moved the cabbage to the bottle. Owen exited the front yard. Amelia exited the front yard. Owen entered the master bedroom.,Where will Owen look for the cabbage?,bottle,1,"agent_2_enters,agent_2_exits,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,False,container,bottle,False,reality
Charlotte entered the front yard. Charlotte exited the front yard. Amelia entered the front yard. Owen entered the front yard. The cabbage is in the container. Amelia moved the cabbage to the bottle. Owen exited the front yard. Amelia exited the front yard. Owen entered the master bedroom.,Where does Owen think that Amelia searches for the cabbage?,bottle,1,"agent_2_enters,agent_2_exits,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_1_no_tom,False,second_order,False,container,bottle,False,reality
Alexander is in the staircase. Liam entered the staircase. The jacket is in the box. Alexander moved the jacket to the envelope. Liam exited the staircase. Alexander exited the staircase. Liam entered the master bedroom.,Where was the jacket at the beginning?,box,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,memory,False,memory,False,box,envelope,False,memory
Alexander is in the staircase. Liam entered the staircase. The jacket is in the box. Alexander moved the jacket to the envelope. Liam exited the staircase. Alexander exited the staircase. Liam entered the master bedroom.,Where will Alexander look for the jacket?,envelope,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_0_no_tom,False,first_order,False,box,envelope,False,reality
Alexander is in the staircase. Liam entered the staircase. The jacket is in the box. Alexander moved the jacket to the envelope. Liam exited the staircase. Alexander exited the staircase. Liam entered the master bedroom.,Where does Alexander think that Liam searches for the jacket?,envelope,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_0_no_tom,False,second_order,False,box,envelope,False,reality
Alexander is in the staircase. Liam entered the staircase. The jacket is in the box. Alexander moved the jacket to the envelope. Liam exited the staircase. Alexander exited the staircase. Liam entered the master bedroom.,Where is the jacket really?,envelope,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,reality,False,reality,False,box,envelope,False,reality
Alexander is in the staircase. Liam entered the staircase. The jacket is in the box. Alexander moved the jacket to the envelope. Liam exited the staircase. Alexander exited the staircase. Liam entered the master bedroom.,Where will Liam look for the jacket?,envelope,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,False,box,envelope,False,reality
Alexander is in the staircase. Liam entered the staircase. The jacket is in the box. Alexander moved the jacket to the envelope. Liam exited the staircase. Alexander exited the staircase. Liam entered the master bedroom.,Where does Liam think that Alexander searches for the jacket?,envelope,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_1_no_tom,False,second_order,False,box,envelope,False,reality
Hannah entered the TV room. Olivia entered the TV room. The belt is in the bucket. Hannah exited the TV room. Olivia moved the belt to the cupboard. Olivia exited the TV room. Oliver dislikes the peach. Hannah entered the TV room. Oliver dislikes the slippers.,Where was the belt at the beginning?,bucket,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,memory,False,memory,True,bucket,cupboard,False,memory
Hannah entered the TV room. Olivia entered the TV room. The belt is in the bucket. Hannah exited the TV room. Olivia moved the belt to the cupboard. Olivia exited the TV room. Oliver dislikes the peach. Hannah entered the TV room. Oliver dislikes the slippers.,Where will Olivia look for the belt?,cupboard,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,True,bucket,cupboard,True,reality
Hannah entered the TV room. Olivia entered the TV room. The belt is in the bucket. Hannah exited the TV room. Olivia moved the belt to the cupboard. Olivia exited the TV room. Oliver dislikes the peach. Hannah entered the TV room. Oliver dislikes the slippers.,Where does Olivia think that Hannah searches for the belt?,bucket,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,second_order_1_tom,True,second_order,True,bucket,cupboard,False,memory
Hannah entered the TV room. Olivia entered the TV room. The belt is in the bucket. Hannah exited the TV room. Olivia moved the belt to the cupboard. Olivia exited the TV room. Oliver dislikes the peach. Hannah entered the TV room. Oliver dislikes the slippers.,Where is the belt really?,cupboard,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,reality,False,reality,True,bucket,cupboard,False,reality
Hannah entered the TV room. Olivia entered the TV room. The belt is in the bucket. Hannah exited the TV room. Olivia moved the belt to the cupboard. Olivia exited the TV room. Oliver dislikes the peach. Hannah entered the TV room. Oliver dislikes the slippers.,Where will Hannah look for the belt?,cupboard,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,first_order_0_no_tom,False,first_order,True,bucket,cupboard,True,reality
Hannah entered the TV room. Olivia entered the TV room. The belt is in the bucket. Hannah exited the TV room. Olivia moved the belt to the cupboard. Olivia exited the TV room. Oliver dislikes the peach. Hannah entered the TV room. Oliver dislikes the slippers.,Where does Hannah think that Olivia searches for the belt?,bucket,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,second_order_0_tom,True,second_order,True,bucket,cupboard,False,memory
Mila entered the garden. Olivia entered the garden. The green pepper is in the envelope. Mila moved the green pepper to the drawer. Olivia exited the garden. Mila exited the garden. Mila hates the peas. Olivia entered the bedroom. Mila loves the cabbage. Lucas entered the garden.,Where was the green_pepper at the beginning?,envelope,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,memory,False,memory,False,envelope,drawer,False,memory
Mila entered the garden. Olivia entered the garden. The green pepper is in the envelope. Mila moved the green pepper to the drawer. Olivia exited the garden. Mila exited the garden. Mila hates the peas. Olivia entered the bedroom. Mila loves the cabbage. Lucas entered the garden.,Where will Mila look for the green_pepper?,drawer,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,first_order_0_no_tom,False,first_order,False,envelope,drawer,False,reality
Mila entered the garden. Olivia entered the garden. The green pepper is in the envelope. Mila moved the green pepper to the drawer. Olivia exited the garden. Mila exited the garden. Mila hates the peas. Olivia entered the bedroom. Mila loves the cabbage. Lucas entered the garden.,Where does Mila think that Olivia searches for the green_pepper?,drawer,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,second_order_0_no_tom,False,second_order,False,envelope,drawer,False,reality
Mila entered the garden. Olivia entered the garden. The green pepper is in the envelope. Mila moved the green pepper to the drawer. Olivia exited the garden. Mila exited the garden. Mila hates the peas. Olivia entered the bedroom. Mila loves the cabbage. Lucas entered the garden.,Where is the green_pepper really?,drawer,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,reality,False,reality,False,envelope,drawer,False,reality
Mila entered the garden. Olivia entered the garden. The green pepper is in the envelope. Mila moved the green pepper to the drawer. Olivia exited the garden. Mila exited the garden. Mila hates the peas. Olivia entered the bedroom. Mila loves the cabbage. Lucas entered the garden.,Where will Olivia look for the green_pepper?,drawer,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,first_order_1_no_tom,False,first_order,False,envelope,drawer,False,reality
Mila entered the garden. Olivia entered the garden. The green pepper is in the envelope. Mila moved the green pepper to the drawer. Olivia exited the garden. Mila exited the garden. Mila hates the peas. Olivia entered the bedroom. Mila loves the cabbage. Lucas entered the garden.,Where does Olivia think that Mila searches for the green_pepper?,drawer,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,second_order_1_no_tom,False,second_order,False,envelope,drawer,False,reality
Ava entered the dining room. Isabella entered the dining room. Isabella dislikes the cap. The shoes is in the basket. William entered the dining room. Ava loves the undershirt. Ava exited the dining room. William exited the dining room. Isabella moved the shoes to the envelope. Isabella exited the dining room. Ava entered the living room.,Where was the shoes at the beginning?,basket,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,memory,False,memory,True,basket,envelope,False,memory
Ava entered the dining room. Isabella entered the dining room. Isabella dislikes the cap. The shoes is in the basket. William entered the dining room. Ava loves the undershirt. Ava exited the dining room. William exited the dining room. Isabella moved the shoes to the envelope. Isabella exited the dining room. Ava entered the living room.,Where will Isabella look for the shoes?,envelope,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,True,basket,envelope,True,reality
Ava entered the dining room. Isabella entered the dining room. Isabella dislikes the cap. The shoes is in the basket. William entered the dining room. Ava loves the undershirt. Ava exited the dining room. William exited the dining room. Isabella moved the shoes to the envelope. Isabella exited the dining room. Ava entered the living room.,Where does Isabella think that Ava searches for the shoes?,basket,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_1_tom,True,second_order,True,basket,envelope,False,memory
Ava entered the dining room. Isabella entered the dining room. Isabella dislikes the cap. The shoes is in the basket. William entered the dining room. Ava loves the undershirt. Ava exited the dining room. William exited the dining room. Isabella moved the shoes to the envelope. Isabella exited the dining room. Ava entered the living room.,Where is the shoes really?,envelope,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,reality,False,reality,True,basket,envelope,False,reality
Ava entered the dining room. Isabella entered the dining room. Isabella dislikes the cap. The shoes is in the basket. William entered the dining room. Ava loves the undershirt. Ava exited the dining room. William exited the dining room. Isabella moved the shoes to the envelope. Isabella exited the dining room. Ava entered the living room.,Where will Ava look for the shoes?,basket,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_0_tom,True,first_order,True,basket,envelope,False,memory
Ava entered the dining room. Isabella entered the dining room. Isabella dislikes the cap. The shoes is in the basket. William entered the dining room. Ava loves the undershirt. Ava exited the dining room. William exited the dining room. Isabella moved the shoes to the envelope. Isabella exited the dining room. Ava entered the living room.,Where does Ava think that Isabella searches for the shoes?,basket,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_0_tom,True,second_order,True,basket,envelope,False,memory
Alexander dislikes the cap. Sophia is in the hallway. Alexander entered the hallway. Alexander dislikes the shirt. The radish is in the drawer. Sophia moved the radish to the crate. Alexander exited the hallway. Sophia exited the hallway. Alexander entered the office.,Where was the radish at the beginning?,drawer,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,memory,False,memory,False,drawer,crate,False,memory
Alexander dislikes the cap. Sophia is in the hallway. Alexander entered the hallway. Alexander dislikes the shirt. The radish is in the drawer. Sophia moved the radish to the crate. Alexander exited the hallway. Sophia exited the hallway. Alexander entered the office.,Where will Sophia look for the radish?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_0_no_tom,False,first_order,False,drawer,crate,False,reality
Alexander dislikes the cap. Sophia is in the hallway. Alexander entered the hallway. Alexander dislikes the shirt. The radish is in the drawer. Sophia moved the radish to the crate. Alexander exited the hallway. Sophia exited the hallway. Alexander entered the office.,Where does Sophia think that Alexander searches for the radish?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_0_no_tom,False,second_order,False,drawer,crate,False,reality
Alexander dislikes the cap. Sophia is in the hallway. Alexander entered the hallway. Alexander dislikes the shirt. The radish is in the drawer. Sophia moved the radish to the crate. Alexander exited the hallway. Sophia exited the hallway. Alexander entered the office.,Where is the radish really?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,reality,False,reality,False,drawer,crate,False,reality
Alexander dislikes the cap. Sophia is in the hallway. Alexander entered the hallway. Alexander dislikes the shirt. The radish is in the drawer. Sophia moved the radish to the crate. Alexander exited the hallway. Sophia exited the hallway. Alexander entered the office.,Where will Alexander look for the radish?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,False,drawer,crate,False,reality
Alexander dislikes the cap. Sophia is in the hallway. Alexander entered the hallway. Alexander dislikes the shirt. The radish is in the drawer. Sophia moved the radish to the crate. Alexander exited the hallway. Sophia exited the hallway. Alexander entered the office.,Where does Alexander think that Sophia searches for the radish?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_1_no_tom,False,second_order,False,drawer,crate,False,reality
Alexander entered the porch. Lily entered the porch. The melon is in the container. Lily exited the porch. Alexander moved the melon to the crate. Sophia entered the cellar. Alexander exited the porch. Lily dislikes the dress. Lily entered the porch.,Where was the melon at the beginning?,container,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_2_enters,agent_1_reenters_loc",second_order_false_belief,memory,False,memory,True,container,crate,False,memory
Alexander entered the porch. Lily entered the porch. The melon is in the container. Lily exited the porch. Alexander moved the melon to the crate. Sophia entered the cellar. Alexander exited the porch. Lily dislikes the dress. Lily entered the porch.,Where will Alexander look for the melon?,crate,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_2_enters,agent_1_reenters_loc",second_order_false_belief,first_order_0_no_tom,False,first_order,True,container,crate,True,reality
Alexander entered the porch. Lily entered the porch. The melon is in the container. Lily exited the porch. Alexander moved the melon to the crate. Sophia entered the cellar. Alexander exited the porch. Lily dislikes the dress. Lily entered the porch.,Where does Alexander think that Lily searches for the melon?,container,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_2_enters,agent_1_reenters_loc",second_order_false_belief,second_order_0_tom,True,second_order,True,container,crate,False,memory
Alexander entered the porch. Lily entered the porch. The melon is in the container. Lily exited the porch. Alexander moved the melon to the crate. Sophia entered the cellar. Alexander exited the porch. Lily dislikes the dress. Lily entered the porch.,Where is the melon really?,crate,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_2_enters,agent_1_reenters_loc",second_order_false_belief,reality,False,reality,True,container,crate,False,reality
Alexander entered the porch. Lily entered the porch. The melon is in the container. Lily exited the porch. Alexander moved the melon to the crate. Sophia entered the cellar. Alexander exited the porch. Lily dislikes the dress. Lily entered the porch.,Where will Lily look for the melon?,crate,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_2_enters,agent_1_reenters_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,True,container,crate,True,reality
Alexander entered the porch. Lily entered the porch. The melon is in the container. Lily exited the porch. Alexander moved the melon to the crate. Sophia entered the cellar. Alexander exited the porch. Lily dislikes the dress. Lily entered the porch.,Where does Lily think that Alexander searches for the melon?,container,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_2_enters,agent_1_reenters_loc",second_order_false_belief,second_order_1_tom,True,second_order,True,container,crate,False,memory
Avery entered the pantry. Jack entered the pantry. The orange is in the bottle. Jack exited the pantry. William entered the closet. Avery likes the peas. Avery moved the orange to the bathtub. William exited the closet. William dislikes the watermelon. Avery exited the pantry. Jack entered the pantry.,Where was the orange at the beginning?,bottle,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_0_exits,agent_2_exits,agent_1_reenters_loc",second_order_false_belief,memory,False,memory,True,bottle,bathtub,False,memory
Avery entered the pantry. Jack entered the pantry. The orange is in the bottle. Jack exited the pantry. William entered the closet. Avery likes the peas. Avery moved the orange to the bathtub. William exited the closet. William dislikes the watermelon. Avery exited the pantry. Jack entered the pantry.,Where will Avery look for the orange?,bathtub,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_0_exits,agent_2_exits,agent_1_reenters_loc",second_order_false_belief,first_order_0_no_tom,False,first_order,True,bottle,bathtub,True,reality
Avery entered the pantry. Jack entered the pantry. The orange is in the bottle. Jack exited the pantry. William entered the closet. Avery likes the peas. Avery moved the orange to the bathtub. William exited the closet. William dislikes the watermelon. Avery exited the pantry. Jack entered the pantry.,Where does Avery think that Jack searches for the orange?,bottle,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_0_exits,agent_2_exits,agent_1_reenters_loc",second_order_false_belief,second_order_0_tom,True,second_order,True,bottle,bathtub,False,memory
Avery entered the pantry. Jack entered the pantry. The orange is in the bottle. Jack exited the pantry. William entered the closet. Avery likes the peas. Avery moved the orange to the bathtub. William exited the closet. William dislikes the watermelon. Avery exited the pantry. Jack entered the pantry.,Where is the orange really?,bathtub,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_0_exits,agent_2_exits,agent_1_reenters_loc",second_order_false_belief,reality,False,reality,True,bottle,bathtub,False,reality
Avery entered the pantry. Jack entered the pantry. The orange is in the bottle. Jack exited the pantry. William entered the closet. Avery likes the peas. Avery moved the orange to the bathtub. William exited the closet. William dislikes the watermelon. Avery exited the pantry. Jack entered the pantry.,Where will Jack look for the orange?,bathtub,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_0_exits,agent_2_exits,agent_1_reenters_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,True,bottle,bathtub,True,reality
Avery entered the pantry. Jack entered the pantry. The orange is in the bottle. Jack exited the pantry. William entered the closet. Avery likes the peas. Avery moved the orange to the bathtub. William exited the closet. William dislikes the watermelon. Avery exited the pantry. Jack entered the pantry.,Where does Jack think that Avery searches for the orange?,bottle,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_0_exits,agent_2_exits,agent_1_reenters_loc",second_order_false_belief,second_order_1_tom,True,second_order,True,bottle,bathtub,False,memory
Mason entered the lounge. Amelia entered the lounge. The belt is in the drawer. Amelia moved the belt to the basket. Mason exited the lounge. Amelia exited the lounge. Jacob entered the kitchen. Mason entered the kitchen.,Where was the belt at the beginning?,drawer,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,memory,False,memory,False,drawer,basket,False,memory
Mason entered the lounge. Amelia entered the lounge. The belt is in the drawer. Amelia moved the belt to the basket. Mason exited the lounge. Amelia exited the lounge. Jacob entered the kitchen. Mason entered the kitchen.,Where will Amelia look for the belt?,basket,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,first_order_1_no_tom,False,first_order,False,drawer,basket,False,reality
Mason entered the lounge. Amelia entered the lounge. The belt is in the drawer. Amelia moved the belt to the basket. Mason exited the lounge. Amelia exited the lounge. Jacob entered the kitchen. Mason entered the kitchen.,Where does Amelia think that Mason searches for the belt?,basket,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,second_order_1_no_tom,False,second_order,False,drawer,basket,False,reality
Mason entered the lounge. Amelia entered the lounge. The belt is in the drawer. Amelia moved the belt to the basket. Mason exited the lounge. Amelia exited the lounge. Jacob entered the kitchen. Mason entered the kitchen.,Where is the belt really?,basket,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,reality,False,reality,False,drawer,basket,False,reality
Mason entered the lounge. Amelia entered the lounge. The belt is in the drawer. Amelia moved the belt to the basket. Mason exited the lounge. Amelia exited the lounge. Jacob entered the kitchen. Mason entered the kitchen.,Where will Mason look for the belt?,basket,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,first_order_0_no_tom,False,first_order,False,drawer,basket,False,reality
Mason entered the lounge. Amelia entered the lounge. The belt is in the drawer. Amelia moved the belt to the basket. Mason exited the lounge. Amelia exited the lounge. Jacob entered the kitchen. Mason entered the kitchen.,Where does Mason think that Amelia searches for the belt?,basket,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,second_order_0_no_tom,False,second_order,False,drawer,basket,False,reality
Isla entered the cellar. Chloe entered the cellar. The pumpkin is in the container. Chloe exited the cellar. Isla moved the pumpkin to the treasure chest. Isla exited the cellar. Chloe entered the sunroom.,Where was the pumpkin at the beginning?,container,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,memory,False,memory,True,container,treasure chest,False,memory
Isla entered the cellar. Chloe entered the cellar. The pumpkin is in the container. Chloe exited the cellar. Isla moved the pumpkin to the treasure chest. Isla exited the cellar. Chloe entered the sunroom.,Where will Isla look for the pumpkin?,treasure chest,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_0_no_tom,False,first_order,True,container,treasure chest,True,reality
Isla entered the cellar. Chloe entered the cellar. The pumpkin is in the container. Chloe exited the cellar. Isla moved the pumpkin to the treasure chest. Isla exited the cellar. Chloe entered the sunroom.,Where does Isla think that Chloe searches for the pumpkin?,container,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_0_tom,True,second_order,True,container,treasure chest,False,memory
Isla entered the cellar. Chloe entered the cellar. The pumpkin is in the container. Chloe exited the cellar. Isla moved the pumpkin to the treasure chest. Isla exited the cellar. Chloe entered the sunroom.,Where is the pumpkin really?,treasure chest,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,reality,False,reality,True,container,treasure chest,False,reality
Isla entered the cellar. Chloe entered the cellar. The pumpkin is in the container. Chloe exited the cellar. Isla moved the pumpkin to the treasure chest. Isla exited the cellar. Chloe entered the sunroom.,Where will Chloe look for the pumpkin?,container,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_1_tom,True,first_order,True,container,treasure chest,False,memory
Isla entered the cellar. Chloe entered the cellar. The pumpkin is in the container. Chloe exited the cellar. Isla moved the pumpkin to the treasure chest. Isla exited the cellar. Chloe entered the sunroom.,Where does Chloe think that Isla searches for the pumpkin?,container,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_1_tom,True,second_order,True,container,treasure chest,False,memory
Abigail likes the tie. Lily entered the lounge. Abigail entered the lounge. The tie is in the container. Lily exited the lounge. Abigail moved the tie to the basket. Abigail exited the lounge. Lily hates the t-shirt. Lily entered the master bedroom.,Where was the tie at the beginning?,container,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,memory,False,memory,True,container,basket,False,memory
